,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,npm_id,license,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
70,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,20,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2022-01-20 10:12:51.000000,2022-01-18 18:30:42.000000,144.0,71.0,160.0,285.0,,2022-01-14 18:54:37.000000,1.13.3,227.0,1029741.0,51.0,,,453.0,https://pypi.org/project/jupyter_server,1002449.0,https://anaconda.org/conda-forge/jupyter_server,2022-01-14 23:32:02.513000,1091333.0,,,,,3.0,,,,,,,,,,,,
71,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,20,itables,mwouts/itables,,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2022-01-20 14:16:22.000000,2022-01-10 07:13:16.000000,20.0,6.0,26.0,249.0,85.0,2022-01-10 07:14:13.000000,0.4.4,,2543.0,11.0,87.0,87.0,3.0,https://pypi.org/project/itables,2543.0,,,,,,,,2.0,,MIT,,,,,,,,,,
72,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,20,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2022-01-19 16:06:58.000000,2022-01-11 09:19:17.000000,39.0,35.0,117.0,239.0,204.0,2021-06-15 13:48:33.000000,1.7.0,,34647.0,27.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,32395.0,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,67562.0,,,,,2.0,,MIT,,,,,,,,,,
73,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,20,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,28.0,20.0,201.0,209.0,,,,4734.0,8.0,411.0,411.0,9.0,https://pypi.org/project/ipywebrtc,,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,229815.0,,,,,2.0,jupyter-webrtc,MIT,https://www.npmjs.com/package/jupyter-webrtc,398.0,,,,,,,,
74,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,20,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2022-01-19 22:24:26.000000,2022-01-18 16:21:16.000000,51.0,47.0,73.0,149.0,,,,,7493.0,10.0,423.0,423.0,23.0,https://pypi.org/project/nbgitpuller,6596.0,https://anaconda.org/conda-forge/nbgitpuller,2021-09-03 01:35:54.657000,27818.0,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
75,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,19,knowledge-repo,airbnb/knowledge-repo,,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-09-01 00:27:04.000000,2021-09-01 00:27:04.000000,630.0,118.0,166.0,4988.0,587.0,2021-01-20 07:24:58.000000,0.9.0,,922.0,30.0,,,60.0,https://pypi.org/project/knowledge-repo,922.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
76,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-12-15 22:55:15.000000,2021-10-16 10:59:33.000000,304.0,153.0,1094.0,3769.0,2359.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,88.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
77,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,19,,ml-tooling/ml-workspace,,mltooling/ml-workspace,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-11-22 20:42:15.000000,2021-11-22 20:42:15.000000,299.0,6.0,70.0,2402.0,,2021-07-13 22:12:59.000000,0.13.2,,15627.0,4.0,,,10.0,,,,,,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,20.0,500083.0,3.0,,Apache-2.0,,,,,,,,,,
78,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2022-01-17 13:34:34.000000,2022-01-17 13:34:34.000000,215.0,124.0,112.0,2057.0,472.0,,,,3601.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2022-01-03 09:56:29.611000,133269.0,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
79,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,,kaggle/docker-python,,kaggle/python,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2022-01-19 00:01:23.000000,2022-01-19 00:01:22.000000,770.0,12.0,269.0,2032.0,,2022-01-05 22:49:25.000000,a8d5a4054bb279d816ccaa4c62c1de66eeae2f3cfd6e41fb54438d5c3b0c1ef7,,2373.0,57.0,,,144.0,,,,,,https://hub.docker.com/r/kaggle/python,2022-01-05 23:13:44.874237,157.0,192220.0,3.0,,Apache-2.0,,,,,,,,,,
80,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,,almond-sh/almond,,almondsh/almond,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2022-01-19 21:05:56.000000,2021-09-01 14:23:22.000000,209.0,98.0,191.0,1418.0,989.0,,,1156.0,189.0,37.0,,,35.0,,,,,,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,13256.0,2.0,,BSD-3-Clause,,,,,,,,,,
81,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,19,toree,apache/incubator-toree,,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-11-26 12:36:11.000000,2021-09-07 03:54:38.000000,212.0,,,687.0,1146.0,,,,7927.0,,,,102.0,https://pypi.org/project/toree,7927.0,,,,,,,,2.0,,Apache-2.0,,,,,,,,,,
82,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,,SciRuby/iruby,,rubydata/datascience-notebook,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-11-12 01:33:42.000000,2021-11-12 01:33:42.000000,10.0,44.0,138.0,674.0,696.0,2021-08-17 16:20:34.000000,0.7.4,15.0,18.0,10.0,151.0,151.0,44.0,,,,,,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1556.0,2.0,,MIT,,,,,,,iruby,,,
83,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter/enterprise_gateway,,kernels,19,jupyter_enterprise_gateway,jupyter/enterprise_gateway,,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2022-01-19 05:36:46.000000,2022-01-19 05:36:46.000000,150.0,93.0,405.0,481.0,1108.0,2021-12-09 23:07:29.000000,2.5.2,12799.0,835.0,28.0,,,86.0,https://pypi.org/project/jupyter_enterprise_gateway,585.0,,,,,,,,2.0,,,,,,,,,,,,
84,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-12-22 00:40:35.000000,2021-12-14 18:02:31.000000,57.0,58.0,56.0,467.0,295.0,,,,27300.0,13.0,3.0,3.0,10.0,https://pypi.org/project/ipysheet,23244.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,41238.0,,,,,3.0,ipysheet,MIT,https://www.npmjs.com/package/ipysheet,2911.0,,,,,,,,
85,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,pivottablejs,nicolaskruchten/jupyter_pivottablejs,,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,61.0,16.0,40.0,454.0,32.0,2018-01-15 18:11:51.000000,0.9.0,,10933.0,8.0,212.0,212.0,3.0,https://pypi.org/project/pivottablejs,10933.0,,,,,,,,3.0,,,,,,,,,,,,
86,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,jupyterlab-dash,plotly/jupyterlab-dash,,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34.000000,56.0,20.0,8.0,352.0,41.0,,,,11593.0,2.0,173.0,173.0,7.0,https://pypi.org/project/jupyterlab-dash,855.0,,,,,,,,1.0,jupyterlab-dash,MIT,https://www.npmjs.com/package/jupyterlab-dash,10738.0,,,,,,,,
87,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,jupyterlab-github,jupyterlab/jupyterlab-github,,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-12-10 09:26:11.000000,2021-12-10 09:26:11.000000,79.0,21.0,36.0,310.0,228.0,2021-11-27 17:02:34.000000,3.0.1,,2280.0,6.0,2.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,786.0,,,,,,,,2.0,@jupyterlab/github,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/github,1494.0,,,,,,,,
88,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,19,jupyter-console,jupyter/jupyter_console,,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2022-01-02 03:12:21.000000,2021-11-14 19:51:55.000000,123.0,57.0,82.0,188.0,568.0,,,,10154655.0,,,,57.0,https://pypi.org/project/jupyter-console,10154655.0,,,,,,,,3.0,,,,,,,,,,,,
89,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,bookstore,nteract/bookstore,,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07.000000,18.0,34.0,39.0,179.0,619.0,2019-12-03 17:50:40.000000,2.5.0,,88479.0,6.0,7.0,7.0,7.0,https://pypi.org/project/bookstore,88479.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
90,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,batchspawner,jupyterhub/batchspawner,,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2022-01-18 11:19:46.000000,2021-05-05 12:02:36.000000,92.0,44.0,70.0,129.0,327.0,2021-04-07 15:14:35.000000,1.1.0,,575.0,9.0,11.0,11.0,38.0,https://pypi.org/project/batchspawner,575.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
91,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2022-01-04 04:00:17.000000,2022-01-04 04:00:15.000000,36.0,5.0,26.0,48.0,,2021-11-15 20:10:09.000000,1.3.0,,2842.0,6.0,71.0,71.0,12.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2842.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
92,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,19,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2022-01-03 21:06:27.000000,2021-12-30 13:14:05.000000,48.0,21.0,68.0,47.0,,2021-10-19 17:24:48.000000,1.0.5,,4289.0,3.0,34.0,34.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,4289.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
93,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,19,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-12-29 22:39:59.000000,2021-12-29 22:39:59.000000,37.0,10.0,22.0,43.0,,2021-11-15 18:05:32.000000,0.11.1,,194485.0,29.0,,,22.0,https://pypi.org/project/jupyter-packaging,184642.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-11-15 22:16:59.924000,196876.0,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
94,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,19,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000000,2021-12-16 15:36:49.000000,2021-12-10 13:35:55.000000,11.0,2.0,4.0,36.0,86.0,2021-11-19 19:10:31.000000,1.7.0,,33697.0,18.0,16.0,16.0,3.0,https://pypi.org/project/ipyvue,32287.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039000,40897.0,,,,,3.0,,MIT,,,,,,,,,,
95,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-12-17 07:34:26.000000,2021-10-27 14:05:51.000000,370.0,95.0,682.0,2392.0,702.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,,,,,,,,,2.0,,MIT,,,,,,,,,,
96,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2022-01-19 18:56:30.000000,2022-01-19 18:56:30.000000,297.0,170.0,443.0,2066.0,2599.0,,,,,1.0,6.0,6.0,82.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,binderhub,,
97,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,pyforest,8080labs/pyforest,,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41.000000,174.0,8.0,14.0,943.0,196.0,2019-09-02 14:01:33.000000,0.1.2,,9019.0,1.0,,,13.0,https://pypi.org/project/pyforest,9019.0,,,,,,,,2.0,,MIT,,,,,,,,,,
98,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,18,,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-10-19 16:52:12.000000,2021-10-19 16:52:05.000000,76.0,38.0,114.0,880.0,165.0,2021-04-10 11:39:23.000000,3.0.7,,6743.0,6.0,3.0,3.0,17.0,,,,,,,,,,2.0,@lckr/jupyterlab_variableinspector,BSD-3-Clause,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,6743.0,,,,,,,,
99,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,notedown,aaren/notedown,conda-forge/notedown,,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56.000000,92.0,39.0,29.0,785.0,264.0,,,,4280.0,1.0,155.0,155.0,7.0,https://pypi.org/project/notedown,3522.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32624.0,,,,,3.0,,BSD-2-Clause,,,,,,,,,,
100,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,gmaps,pbugnion/gmaps,conda-forge/gmaps,,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,143.0,62.0,136.0,728.0,1380.0,2016-01-02 19:06:03.000000,0.2,,20438.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,14963.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,251078.0,,,,,3.0,jupyter-gmaps,BSD-3-Clause,https://www.npmjs.com/package/jupyter-gmaps,992.0,,,,,,,,
101,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab_latex,jupyterlab/jupyterlab-latex,,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-09-30 00:15:47.000000,2021-09-28 17:02:12.000000,56.0,28.0,54.0,512.0,413.0,2021-09-15 15:34:35.000000,3.1.0,,2583.0,1.0,2.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,1037.0,,,,,,,,2.0,@jupyterlab/latex,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/latex,1546.0,,,,,,,,
102,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-11-15 18:27:32.236000,2020-11-30 15:55:07.000000,52.0,31.0,97.0,425.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,7940.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-11-15 18:27:32.236000,532028.0,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
103,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,18,,lgpage/nbtutor,conda-forge/nbtutor,,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2022-01-15 11:53:20.000000,2021-07-29 16:32:39.000000,36.0,19.0,13.0,394.0,177.0,2016-12-23 12:20:44.000000,1.0.4,,1555.0,2.0,23.0,23.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2021-11-16 20:29:38.101000,94885.0,,,,,3.0,,,,,,,,,,,,
104,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,18,jupyter-kernel-gateway,jupyter/kernel_gateway,,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2021-12-07 19:27:26.000000,2021-12-07 19:27:26.000000,108.0,14.0,161.0,375.0,559.0,2021-08-25 00:19:46.000000,2.5.1,104.0,4674.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,4672.0,,,,,,,,2.0,,,,,,,,,,,,
105,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2022-01-13 11:32:07.000000,2021-08-10 23:33:46.000000,68.0,30.0,65.0,354.0,513.0,2018-02-05 18:54:22.000000,0.11.1,,1626.0,12.0,2.0,2.0,15.0,,,,,,,,,,2.0,@jupyterlab/google-drive,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/google-drive,1626.0,,,,,,,,
106,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega,vega/ipyvega,conda-forge/vega,,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2022-01-20 09:48:10.000000,2022-01-19 22:44:20.000000,55.0,11.0,81.0,320.0,552.0,,,,17379.0,26.0,,,10.0,https://pypi.org/project/vega,10347.0,https://anaconda.org/conda-forge/vega,2021-11-18 16:21:37.805000,471147.0,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
107,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,18,,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2022-01-15 12:11:47.000000,2021-11-19 12:06:20.000000,55.0,54.0,82.0,266.0,676.0,2021-10-26 10:04:08.000000,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
108,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2022-01-08 15:40:51.016000,2022-01-08 00:53:47.000000,44.0,34.0,89.0,242.0,,2022-01-08 01:09:14.000000,5.2.0,,22703.0,16.0,,,18.0,https://pypi.org/project/dask-labextension,3981.0,https://anaconda.org/conda-forge/dask-labextension,2022-01-08 15:40:51.016000,491442.0,,,,,2.0,dask-labextension,BSD-3-Clause,https://www.npmjs.com/package/dask-labextension,2870.0,,,,,,,,
109,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,18,,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-11-02 13:32:27.000000,2021-11-02 13:32:27.000000,26.0,17.0,19.0,223.0,,2021-02-04 22:39:49.000000,0.8.0,,7992.0,2.0,27.0,27.0,6.0,,,,,,,,,,2.0,jupyterlab-system-monitor,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-system-monitor,7992.0,,,,,,,,
110,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,18,jupyterlab-classic,jtpio/jupyterlab-classic,,,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000000,2022-01-20 14:02:33.000000,2022-01-07 17:49:06.000000,37.0,40.0,84.0,220.0,,2022-01-07 17:52:38.000000,0.3.16,452.0,111.0,43.0,45.0,45.0,16.0,https://pypi.org/project/jupyterlab-classic,77.0,,,,,,,,3.0,,BSD-3-Clause,,,,jupyterlab/retrolab,,,,,,
111,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2022-01-12 10:03:23.000000,2022-01-12 10:01:35.000000,30.0,3.0,64.0,211.0,332.0,2022-01-12 10:19:16.000000,2.7.6,58520.0,1083.0,28.0,,,18.0,,,,,,,,,,2.0,,MIT,,,,,,,,,,
112,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,18,,ml-tooling/ml-hub,,mltooling/ml-hub,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29.000000,45.0,15.0,11.0,208.0,220.0,2020-02-03 15:59:07.000000,1.0.0,1743.0,1470.0,8.0,,,7.0,,,,,,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,43675.0,3.0,,Apache-2.0,,,,,,,,,,
113,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,18,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-12-16 10:14:18.000000,2021-12-16 10:14:18.000000,97.0,55.0,91.0,205.0,,2018-12-10 14:39:58.000000,0.8.8,,56099.0,14.0,1.0,1.0,60.0,https://pypi.org/project/jupyter-server-proxy,39361.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-11-30 13:44:04.087000,585847.0,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
114,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,18,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2021-11-08 21:42:16.000000,2021-11-08 21:42:15.000000,44.0,10.0,70.0,178.0,403.0,2017-06-02 21:19:27.000000,0.5.0,77.0,1318.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,75092.0,,,,,2.0,,Apache-2.0,,,,,,,,,,
115,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,spylon-kernel,Valassis-Digital-Media/spylon-kernel,conda-forge/spylon-kernel,,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57.000000,24.0,16.0,18.0,153.0,188.0,2017-03-05 04:26:44.000000,0.2.0,,5678.0,8.0,67.0,67.0,6.0,https://pypi.org/project/spylon-kernel,4321.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,80084.0,,,,,2.0,,,,,,vericast/spylon-kernel,,,,,,
116,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,18,altair_viewer,altair-viz/altair_viewer,,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56.000000,8.0,2.0,4.0,49.0,117.0,2021-11-06 14:18:45.000000,0.4.0,,170856.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,170856.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
117,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,17,,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2022-01-18 09:49:28.000000,2022-01-18 09:49:28.000000,236.0,27.0,695.0,2322.0,2105.0,2015-03-26 05:06:25.000000,0.6,,16.0,1.0,,,105.0,,,,,,,,,,3.0,ihaskell_jupyterlab,MIT,https://www.npmjs.com/package/ihaskell_jupyterlab,16.0,,,,,,,,
