,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
143,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,,clojupyter/clojupyter,simplect/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000,2021-12-29 07:49:50.000000,2021-12-29 07:49:50,73.0,16.0,79.0,725.0,283.0,,,,91.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2753.0,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,356.0,3.0,MIT,,,,,,,,,,,
144,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000,2022-02-17 12:29:53.000000,2022-02-17 01:09:54,112.0,631.0,6128.0,540.0,,2022-02-16 20:38:09,2022.1.130,,,22.0,,,243.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
145,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,16,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000,2022-02-02 17:41:06.000000,2022-02-02 17:40:22,52.0,23.0,29.0,445.0,,2021-05-25 17:57:52,0.6.0,,7261.0,2.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,3794.0,,,,,,,,2.0,BSD-3-Clause,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,3467.0,,,,,,,,
146,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,16,lfortran,lfortran/lfortran,conda-forge/lfortran,,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000,2022-02-17 13:40:10.000000,2022-02-17 13:39:49,15.0,,,308.0,8334.0,,,,1106.0,12.0,,,20.0,https://pypi.org/project/lfortran,86.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,31644.0,,,,,3.0,,,,,,,,,,,,
147,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,16,pylantern,timkpaine/lantern,,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000,2022-02-02 19:18:44.000000,2022-02-02 19:18:43,20.0,10.0,188.0,305.0,505.0,2020-02-02 22:32:28,0.1.6,,133.0,26.0,14.0,14.0,2.0,https://pypi.org/project/pylantern,133.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
148,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,16,treon,ReviewNB/treon,,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000,2021-12-21 13:49:08.000000,2020-10-08 09:00:06,19.0,2.0,9.0,281.0,56.0,,,,4568.0,,36.0,36.0,4.0,https://pypi.org/project/treon,4568.0,,,,,,,,3.0,MIT,,,,,,,,,,,
149,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,9.0,10.0,13.0,209.0,89.0,2019-07-05 21:26:30,0.5.0,,2891.0,5.0,11.0,11.0,2.0,,,,,,,,,,2.0,BSD-3-Clause,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2891.0,,,,,,,,
150,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,16,jupyter-spark,mozilla/jupyter-spark,,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,30.0,13.0,14.0,190.0,106.0,,,,1177.0,,16.0,16.0,12.0,https://pypi.org/project/jupyter-spark,1177.0,,,,,,,,3.0,MPL-2.0,,,,,,,,,,,
151,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,16,,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000,2021-12-09 16:25:40.000000,2020-05-24 13:16:16,34.0,57.0,34.0,161.0,426.0,,,,139.0,,10.0,10.0,9.0,,,,,,,,,,2.0,BSD-3-Clause,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,139.0,,,,,,,,
152,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,16,igv-jupyter,igvteam/igv-jupyter,,,https://github.com/g2nb/igv-jupyter,2016-07-21 18:44:38.000,2022-02-14 22:03:19.000000,2022-01-26 18:45:40,14.0,,41.0,143.0,130.0,2022-02-07 18:33:52,1.0.0,,277.0,9.0,7.0,7.0,5.0,https://pypi.org/project/igv-jupyter,277.0,,,,,,,,3.0,MIT,,,,,g2nb/igv-jupyter,,,,,,
153,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,16,,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000,2022-02-13 10:12:07.000000,2021-08-26 08:02:18,18.0,5.0,16.0,135.0,111.0,,,,1567.0,,184.0,184.0,7.0,,,,,,,,,,1.0,BSD-3-Clause,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,1567.0,,,,,,,,
154,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000,2022-01-26 14:48:31.000000,2020-09-11 21:06:00,29.0,34.0,28.0,126.0,158.0,,,,4914.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512,329278.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
155,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,16,ipytree,QuantStack/ipytree,conda-forge/ipytree,,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000,2022-01-22 02:51:39.000000,2021-08-10 09:03:01,23.0,16.0,13.0,87.0,103.0,,,,14120.0,7.0,,,8.0,https://pypi.org/project/ipytree,13287.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,29161.0,,,,,3.0,MIT,,,,,,,,,,,
156,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,jupyterlab_iframe,timkpaine/jupyterlab_iframe,,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000,2022-02-08 00:00:10.000000,2022-02-08 00:00:09,15.0,6.0,58.0,76.0,,2021-11-30 04:16:27,0.4.1,,1641.0,14.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,704.0,,,,,,,,2.0,Apache-2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,937.0,,,,,,,,
157,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,16,jupyterhub-systemdspawner,jupyterhub/systemdspawner,,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000,2022-01-26 17:24:06.000000,2021-08-06 12:10:14,37.0,26.0,30.0,75.0,146.0,,,,1645.0,,20.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,1645.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
158,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,ipyregulartable,jpmorganchase/ipyregulartable,,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000,2022-02-06 20:53:43.000000,2022-02-06 20:53:42,9.0,10.0,15.0,58.0,,,,,107380.0,5.0,9.0,9.0,4.0,https://pypi.org/project/ipyregulartable,61.0,,,,,,,,3.0,Apache-2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,107319.0,,,,,,,,
159,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000,2022-02-14 09:20:04.000000,2022-02-12 12:21:40,9.0,3.0,30.0,51.0,198.0,2021-12-08 08:31:33,2.3.1,3251.0,815.0,22.0,,,8.0,,,https://anaconda.org/conda-forge/jupyter-archive,2021-10-13 13:44:42.346,19584.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
160,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,16,jdaviz,spacetelescope/jdaviz,,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000,2022-02-17 02:22:21.000000,2022-02-14 18:37:29,26.0,215.0,287.0,51.0,,2021-12-23 19:15:41,2.2.0,,442.0,3.0,,,25.0,https://pypi.org/project/jdaviz,442.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
161,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,16,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,3.0,2.0,4.0,13.0,172.0,,,,1221.0,7.0,51.0,51.0,4.0,https://pypi.org/project/ipyscales,56.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,51278.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
162,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,,OpenGeoscience/geonotebook,,geonotebook/geonotebook,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,137.0,37.0,46.0,1041.0,647.0,,,,1959.0,,,,9.0,,,,,,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131270.0,3.0,Apache-2.0,,,,,,,,,,,
163,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,15,py-heat-magic,csurfer/pyheatmagic,,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,20.0,2.0,3.0,973.0,34.0,,,,2808.0,,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,2808.0,,,,,,,,2.0,MIT,,,,,,,,,,,
164,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000,2022-02-07 17:38:34.000000,2022-02-07 17:36:53,85.0,24.0,63.0,680.0,142.0,,,5012.0,156.0,2.0,,,7.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
165,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,15,jupyternotify,ShopRunner/jupyter-notify,,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,31.0,11.0,11.0,550.0,,2018-01-08 14:51:41,0.1.15,,1246.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,1246.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
166,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,15,jupyter-tensorboard,lspvic/jupyter_tensorboard,,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000,2022-02-07 02:58:37.000000,2020-02-16 06:42:48,69.0,39.0,29.0,450.0,69.0,,,,3495.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,3495.0,,,,,,,,3.0,MIT,,,,,,,,,,,
167,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,15,,pprzetacznik/IElixir,,pprzetacznik/ielixir,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,38.0,10.0,20.0,338.0,282.0,2020-11-15 17:48:03,0.9.21,,3.0,8.0,,,19.0,,,,,,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,315.0,3.0,Apache-2.0,,,,,,,,,,ielixir,
168,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,15,blackcellmagic,csurfer/blackcellmagic,,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:09:47.000000,2021-09-18 19:09:46,9.0,3.0,5.0,287.0,18.0,,,,4300.0,,133.0,133.0,3.0,https://pypi.org/project/blackcellmagic,4300.0,,,,,,,,2.0,MIT,,,,,,,,,,,
169,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000,2022-01-22 02:42:37.000000,2021-02-24 06:31:50,30.0,16.0,10.0,285.0,31.0,,,,5735.0,,2.0,2.0,6.0,,,,,,,,,,3.0,MIT,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,5735.0,,,,,,,,
170,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,15,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24,35.0,19.0,7.0,211.0,29.0,,,,19607.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,19607.0,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
171,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,15,nbinteract,SamLau95/nbinteract,,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-02-12 05:22:19.000000,2021-04-15 20:39:36,20.0,29.0,41.0,210.0,590.0,,,,2412.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,2412.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
172,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,15,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000,2022-02-04 16:33:56.000000,2022-02-04 16:33:56,28.0,27.0,53.0,151.0,452.0,,,,1382.0,19.0,,,12.0,https://pypi.org/project/cdsdashboards,377.0,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914,19110.0,,,,,3.0,,,,,,,,,,,,
173,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,15,ipylab,jtpio/ipylab,conda-forge/ipylab,,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000,2022-01-22 09:04:46.000000,2022-01-22 09:04:45,5.0,9.0,18.0,91.0,,2021-11-13 10:58:20,0.5.2,30.0,3096.0,11.0,,,6.0,https://pypi.org/project/ipylab,2770.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,8793.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
174,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,nbzip,data-8/nbzip,,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,15.0,9.0,5.0,74.0,43.0,,,,918.0,,259.0,259.0,6.0,https://pypi.org/project/nbzip,918.0,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
175,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,15,niwidgets,nipy/niwidgets,,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000,2022-01-21 19:48:46.000000,2020-03-24 14:27:42,33.0,17.0,17.0,71.0,242.0,,,,127.0,,27.0,27.0,16.0,https://pypi.org/project/niwidgets,127.0,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
176,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,15,jupyterlab-quickopen,parente/jupyterlab-quickopen,,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000,2021-12-12 18:36:27.000000,2021-12-12 18:25:55,6.0,,,71.0,56.0,2021-12-12 18:28:02,1.2.0,,390.0,3.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,318.0,,,,,,,,3.0,BSD-3-Clause,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,72.0,,,,,,,,
177,jupyterlab-theme-solarized-dark,True,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000,2022-01-22 04:21:23.000000,2022-01-22 04:21:21,6.0,1.0,1.0,52.0,70.0,2021-09-26 00:52:38,2.0.1,,4471.0,9.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,391.0,,,,,,,,2.0,BSD-3-Clause,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,4080.0,,,,,,,,
178,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000,2022-02-15 23:26:22.000000,2022-02-15 23:26:20,3.0,10.0,48.0,49.0,310.0,2019-09-02 19:30:02,0.5.0,,607.0,11.0,,,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971,13482.0,,,,,3.0,BSD-3-Clause,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,143.0,,,,,,,,
179,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,15,sudospawner,jupyterhub/sudospawner,,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,36.0,17.0,20.0,41.0,115.0,,,,1242.0,,36.0,36.0,14.0,https://pypi.org/project/sudospawner,1242.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
180,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,15,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2021-10-28 11:34:33.000000,2021-10-28 11:33:41,20.0,5.0,17.0,39.0,,2019-01-24 17:18:45,0.12,,4292.0,2.0,57.0,57.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,4292.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
181,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,14,,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000,2022-02-17 12:47:42.000000,2022-02-16 20:10:36,180.0,20.0,51.0,2148.0,,,,,,22.0,,,14.0,,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
182,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,14,py_d3,ResidentMario/py_d3,,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000,2022-02-07 06:35:57.000000,2019-03-17 04:32:05,37.0,2.0,14.0,440.0,38.0,,,,342.0,,,,3.0,https://pypi.org/project/py_d3,342.0,,,,,,,,3.0,MIT,,,,,,,,,,,
183,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2022-02-12 09:57:23.000000,2020-02-14 15:11:45,27.0,10.0,16.0,428.0,343.0,,,,48.0,,,,12.0,,,,,,,,,,3.0,MIT,nbgather,https://www.npmjs.com/package/nbgather,48.0,,,,,,,,
184,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,jupyterlab_sql,pbugnion/jupyterlab-sql,,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2022-02-12 21:50:08.000000,2020-01-04 12:02:35,44.0,37.0,37.0,364.0,634.0,,,,622.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,622.0,,,,,,,,3.0,MIT,,,,,,,,,,,
185,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-02-16 05:31:04.000000,2022-02-16 05:31:03,73.0,40.0,53.0,311.0,370.0,,,,,,,,26.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
186,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000,2022-01-31 14:43:57.000000,2022-01-31 14:43:57,109.0,6.0,39.0,309.0,214.0,2021-04-08 06:54:08,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
187,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,14,nbopen,takluyver/nbopen,,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,51.0,36.0,26.0,267.0,57.0,,,,1492.0,,,,10.0,https://pypi.org/project/nbopen,1492.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
188,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11,20.0,12.0,19.0,203.0,71.0,2021-03-10 20:57:44,4.14.3,,1553.0,6.0,3.0,3.0,5.0,,,,,,,,,,3.0,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,1553.0,,,,,,,,
189,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,14,,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2021-10-01 15:38:50.000000,2021-10-01 15:21:38,27.0,2.0,27.0,196.0,35.0,,,,2882.0,,,,10.0,,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2882.0,,,,,,,,
190,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,14,jupyter-bokeh,bokeh/jupyter_bokeh,,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000,2021-09-30 18:18:05.000000,2021-09-30 18:17:17,37.0,7.0,73.0,193.0,,,,,26859.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,6879.0,,,,,,,,3.0,BSD-3-Clause,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,19980.0,,,,,,,,
191,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,14,naas,jupyter-naas/naas,,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-02-16 12:29:15.000000,2022-02-16 12:29:13,13.0,80.0,40.0,169.0,,,,,10994.0,,3.0,3.0,14.0,https://pypi.org/project/naas,10994.0,,,,,,,,3.0,AGPL-3.0,,,,,,,,,,,
192,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,14,,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-02-12 10:37:17.000000,2021-05-22 01:41:35,7.0,8.0,22.0,162.0,98.0,,,,2063.0,,,,6.0,,,,,,,,,,3.0,BSD-3-Clause,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2063.0,,,,,,,,
193,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,environment_kernels,Cadair/jupyter_environment_kernels,,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,16.0,7.0,22.0,143.0,77.0,2018-02-12 13:01:06,1.1.1,,3303.0,2.0,,,6.0,https://pypi.org/project/environment_kernels,3303.0,,,,,,,,3.0,BSD-2-Clause,,,,,,,,,,,
194,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,14,,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000,2022-01-22 05:25:32.000000,2021-11-20 21:43:48,12.0,5.0,18.0,142.0,,2021-07-17 23:45:44,0.4.1,,4543.0,5.0,,,4.0,,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,4543.0,,,,,,,,
