,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
45,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,,QuantStack/ipycytoscape,conda-forge/ipycytoscape,,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-10-17 00:43:27.000000,2021-10-17 00:43:26.000000,46.0,51.0,85.0,171.0,624.0,2021-06-18 12:21:51.000000,1.2.1,3.0,1263.0,17.0,51.0,51.0,28.0,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,25268.0,,,,,2.0,BSD-3-Clause,,,,,cytoscape/ipycytoscape,,,,,,
46,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,,gopherdata/gophernotes,,gopherdata/gophernotes,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-06-24 15:48:32.000000,2021-06-24 15:45:56.000000,204.0,42.0,120.0,3089.0,387.0,2021-06-24 15:51:03.000000,0.7.3,40.0,1200.0,15.0,7.0,7.0,28.0,,,,,,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,84043.0,1.0,MIT,,,,,,github.com/gopherdata/gophernotes,,,,,
47,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,,jupyter/nbviewer,,jupyter/nbviewer,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-11-05 16:16:00.000000,2021-09-10 14:27:08.000000,480.0,154.0,401.0,1974.0,1391.0,,,,18465.0,,6.0,6.0,86.0,,,,,,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,2049725.0,2.0,BSD-3-Clause,,,,,,,,,,,
48,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra,elyra-ai/elyra,conda-forge/elyra,,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-11-25 01:29:12.000000,2021-11-24 19:32:35.000000,187.0,244.0,1005.0,1144.0,1380.0,,,,568.0,12.0,27.0,27.0,36.0,https://pypi.org/project/elyra,,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,8533.0,,,,,1.0,Apache-2.0,,,,,,,,,,,
49,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,,stencila/stencila,,stencila/cloud,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-11-25 13:19:10.000000,2021-11-24 19:50:45.000000,32.0,54.0,478.0,611.0,6364.0,2021-11-24 16:23:40.000000,0.130.2,949.0,337.0,100.0,16.0,16.0,26.0,,,,,,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,2.0,Apache-2.0,,stencila,https://www.npmjs.com/package/stencila,4.0,,,,,,,
50,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,22,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-11-24 12:41:22.000000,2021-11-24 12:41:22.000000,137.0,62.0,150.0,273.0,12160.0,2021-11-23 02:39:18.000000,1.12.0,166.0,26310.0,46.0,,,450.0,https://pypi.org/project/jupyter_server,,https://anaconda.org/conda-forge/jupyter_server,2021-11-23 04:06:44.011000,999546.0,,,,,3.0,,,,,,,,,,,,
51,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,22,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-11-19 16:32:21.000000,2021-09-06 06:37:39.000000,65.0,28.0,26.0,270.0,170.0,2021-04-29 13:47:38.000000,0.6.0,,23451.0,4.0,88.0,88.0,17.0,https://pypi.org/project/jupyter-resource-usage,,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,469038.0,,,,,1.0,BSD-2-Clause,,,,,,,,,,,
52,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,22,metakernel,Calysto/metakernel,conda-forge/metakernel,,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-11-25 02:51:07.400000,2021-11-24 21:40:34.000000,73.0,25.0,113.0,262.0,1104.0,2021-11-24 21:42:38.000000,0.28.0,6.0,34297.0,47.0,,,29.0,https://pypi.org/project/metakernel,26504.0,https://anaconda.org/conda-forge/metakernel,2021-11-25 02:51:07.400000,521740.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
53,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,146.0,53.0,77.0,168.0,167.0,2018-06-14 12:02:35.000000,1.2.2,,9965.0,3.0,81.0,81.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,9420.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,22383.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
54,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,knowledge-repo,airbnb/knowledge-repo,,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-09-01 00:27:04.000000,2021-09-01 00:27:04.000000,622.0,118.0,166.0,4938.0,587.0,2021-01-20 07:24:58.000000,0.9.0,,4414.0,30.0,,,60.0,https://pypi.org/project/knowledge-repo,4414.0,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
55,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-10-15 08:00:37.000000,2021-04-06 05:51:36.000000,733.0,311.0,448.0,4715.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,306306.0,1.0,,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,306306.0,,,,,,,,1.0,,6.0,,,,,,,,,,
56,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,21,qgrid,quantopian/qgrid,conda-forge/qgrid,,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,362.0,145.0,124.0,2781.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,57621.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,49653.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,326125.0,,,,,2.0,Apache-2.0,,qgrid,https://www.npmjs.com/package/qgrid,721.0,,,,,,,
57,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-11-20 22:29:13.000000,2021-11-15 22:36:40.000000,137.0,45.0,170.0,1696.0,329.0,2021-11-15 23:43:33.000000,5.2.1,,2705.0,33.0,53.0,53.0,14.0,,,,,,,,,,1.0,,,ijavascript,https://www.npmjs.com/package/ijavascript,2705.0,,,,,,,
58,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,,IRkernel/IRkernel,r/r-irkernel,jupyter/r-notebook,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-11-20 12:25:40.937992,2021-08-02 11:47:04.000000,285.0,54.0,500.0,1484.0,583.0,2021-05-11 11:36:15.000000,1.2,,12295.0,16.0,,,40.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,51567.0,https://hub.docker.com/r/jupyter/r-notebook,2021-11-20 12:25:40.937992,41.0,1082852.0,1.0,MIT,,,,,,,IRkernel,,,,
59,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,21,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-11-23 05:09:28.000000,2021-10-03 10:13:29.000000,260.0,200.0,579.0,1048.0,3017.0,2021-05-08 15:44:14.000000,0.6.2,,4861.0,19.0,,,84.0,https://pypi.org/project/nbgrader,3094.0,https://anaconda.org/conda-forge/nbgrader,2021-09-25 00:23:03.383000,102537.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
60,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,21,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-09-28 14:44:01.000000,2021-02-26 14:01:59.000000,160.0,67.0,144.0,773.0,1659.0,,,,49058.0,15.0,19.0,19.0,27.0,https://pypi.org/project/pythreejs,37237.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,351701.0,,,,,2.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,6493.0,,,,,,,
61,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,21,,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-08-10 23:33:27.000000,2021-08-10 23:33:21.000000,100.0,64.0,51.0,701.0,523.0,2018-04-16 17:16:10.000000,0.2.0,,145478.0,1.0,133.0,133.0,14.0,,,,,,,,,,2.0,BSD-3-Clause,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,145478.0,,,,,,,
62,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,21,watermark,rasbt/watermark,conda-forge/watermark,,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,69.0,15.0,26.0,569.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,3099.0,14.0,1266.0,1266.0,15.0,https://pypi.org/project/watermark,,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,189075.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
63,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,21,jupyterhub-kubespawner,jupyterhub/kubespawner,,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-11-22 21:58:58.000000,2021-11-22 21:46:48.000000,223.0,50.0,215.0,386.0,,,,,123985.0,,98.0,98.0,65.0,https://pypi.org/project/jupyterhub-kubespawner,123985.0,,,,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
64,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,appmode,oschuett/appmode,conda-forge/appmode,,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06.000000,64.0,3.0,49.0,380.0,96.0,2020-06-09 08:17:47.000000,0.8.0,,7376.0,8.0,288.0,288.0,8.0,https://pypi.org/project/appmode,4498.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190000,138186.0,,,,,1.0,MIT,,,,,,,,,,,
65,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-08-02 17:37:33.000000,2021-05-24 03:32:18.000000,27.0,58.0,1352.0,213.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,1399.0,1399.0,33.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
66,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,21,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,27.0,20.0,195.0,209.0,,,,35997.0,8.0,386.0,386.0,9.0,https://pypi.org/project/ipywebrtc,31263.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,223223.0,,,,,2.0,MIT,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,358.0,,,,,,,
67,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,21,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-11-24 16:57:40.000000,2021-11-23 20:33:58.000000,98.0,58.0,83.0,194.0,726.0,2018-12-10 14:39:58.000000,0.8.8,,85000.0,13.0,1.0,1.0,60.0,https://pypi.org/project/jupyter-server-proxy,67639.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-07-04 06:56:46.142000,572938.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
68,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,21,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-11-22 20:19:03.000000,2021-11-22 20:19:02.000000,37.0,9.0,19.0,42.0,306.0,2021-11-15 18:05:32.000000,0.11.1,,278039.0,29.0,,,21.0,https://pypi.org/project/jupyter-packaging,267563.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-11-15 22:16:59.924000,188581.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
69,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,20,jupyterthemes,dunovank/jupyter-themes,,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-08-23 17:19:43.000000,2021-08-23 17:19:38.000000,979.0,186.0,197.0,8840.0,634.0,,,,39261.0,,,,42.0,https://pypi.org/project/jupyterthemes,39261.0,,,,,,,,2.0,MIT,,,,,,,,,,,
70,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,20,,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-11-21 21:33:24.000000,2021-10-16 10:59:33.000000,303.0,150.0,1093.0,3756.0,2359.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,88.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
71,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,,ml-tooling/ml-workspace,,mltooling/ml-workspace,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-11-22 20:42:15.000000,2021-11-22 20:42:15.000000,289.0,4.0,70.0,2315.0,,2021-07-13 22:12:59.000000,0.13.2,,16596.0,4.0,,,10.0,,,,,,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,20.0,497898.0,3.0,Apache-2.0,,,,,,,,,,,
72,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,20,,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-10-19 16:52:12.000000,2021-10-19 16:52:05.000000,75.0,36.0,114.0,856.0,165.0,2021-04-10 11:39:23.000000,3.0.7,,16262.0,6.0,3.0,3.0,17.0,,,,,,,,,,2.0,BSD-3-Clause,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,16262.0,,,,,,,
73,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,toree,apache/incubator-toree,,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-11-04 09:39:14.000000,2021-09-07 03:54:38.000000,214.0,,,687.0,1146.0,,,,9740.0,,,,102.0,https://pypi.org/project/toree,9740.0,,,,,,,,2.0,Apache-2.0,4.0,,,,,,,,,,
74,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,20,jupyter-dash,plotly/jupyter-dash,,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-10-18 20:50:37.000000,2021-01-22 17:01:16.000000,169.0,32.0,15.0,609.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,3.0,9.0,1030.0,1030.0,3.0,https://pypi.org/project/jupyter-dash,,,,,,,,,2.0,MIT,,,,,,,,,,,
75,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,20,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-11-25 11:55:58.000000,2021-07-22 10:14:46.000000,267.0,18.0,231.0,402.0,,,,,6104.0,4.0,108.0,108.0,62.0,https://pypi.org/project/dockerspawner,5835.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475000,9714.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
76,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,20,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-11-16 10:02:19.000000,2021-08-26 11:23:10.000000,38.0,33.0,109.0,234.0,201.0,2021-06-15 13:48:33.000000,1.7.0,,2326.0,27.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,65147.0,,,,,2.0,MIT,,,,,,,,,,,
77,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter_sphinx,jupyter/jupyter-sphinx,,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-09-10 20:37:28.000000,2021-09-10 20:37:28.000000,46.0,35.0,75.0,132.0,351.0,2020-09-21 17:37:11.000000,0.3.2,,63374.0,3.0,,,24.0,https://pypi.org/project/jupyter_sphinx,63374.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
78,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-09-28 11:28:01.000000,2021-09-27 15:05:53.000000,211.0,120.0,112.0,2023.0,470.0,,,,3710.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2021-09-24 15:58:38.450000,129874.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
79,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,,kaggle/docker-python,,kaggle/python,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-11-24 22:04:32.000000,2021-11-24 22:04:31.000000,764.0,10.0,268.0,1998.0,,2021-10-27 19:14:34.000000,7b500f6081e92f812db283da919abe5e305c17a7130d456ddd8ddbd7da786e50,,2426.0,53.0,,,144.0,,,,,,https://hub.docker.com/r/kaggle/python,2021-10-27 19:34:01.572502,157.0,191726.0,3.0,Apache-2.0,,,,,,,,,,,
80,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,,almond-sh/almond,,almondsh/almond,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-11-15 00:59:24.000000,2021-09-01 14:23:22.000000,207.0,95.0,191.0,1413.0,989.0,,,1153.0,179.0,37.0,,,35.0,,,,,,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,12074.0,2.0,BSD-3-Clause,,,,,,,,,,,
81,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,19,jupyter-repo2docker,jupyterhub/repo2docker,,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-11-24 20:49:17.000000,2021-11-23 12:58:38.000000,272.0,141.0,303.0,1275.0,,2021-08-24 17:28:11.000000,2021.08.0,,,10.0,134.0,134.0,101.0,https://pypi.org/project/jupyter-repo2docker,,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
82,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,,SciRuby/iruby,,rubydata/datascience-notebook,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-11-12 01:33:42.000000,2021-11-12 01:33:42.000000,9.0,43.0,138.0,665.0,696.0,2021-08-17 16:20:34.000000,0.7.4,15.0,18.0,10.0,148.0,148.0,44.0,,,,,,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1476.0,2.0,MIT,,,,,,,,iruby,,,
83,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,witwidget,PAIR-code/what-if-tool,,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-11-01 12:13:56.000000,2021-11-01 12:13:55.000000,117.0,48.0,46.0,603.0,324.0,2021-10-12 17:36:36.000000,1.8.1,,4026.0,3.0,,,20.0,https://pypi.org/project/witwidget,,,,,,,,,2.0,Apache-2.0,,wit-widget,https://www.npmjs.com/package/wit-widget,4026.0,,,,,,,
84,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,jupyterlab_latex,jupyterlab/jupyterlab-latex,,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-09-30 00:15:47.000000,2021-09-28 17:02:12.000000,55.0,28.0,54.0,506.0,413.0,2021-09-15 15:34:35.000000,3.1.0,,3355.0,1.0,2.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,978.0,,,,,,,,1.0,BSD-3-Clause,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2377.0,,,,,,,
85,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-10-07 22:34:47.000000,2021-08-11 12:20:28.000000,57.0,57.0,56.0,459.0,293.0,,,,16853.0,13.0,3.0,3.0,9.0,https://pypi.org/project/ipysheet,12274.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,40281.0,,,,,2.0,MIT,,ipysheet,https://www.npmjs.com/package/ipysheet,3395.0,,,,,,,
86,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,jupyterlab-dash,plotly/jupyterlab-dash,,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34.000000,55.0,20.0,8.0,354.0,41.0,,,,13506.0,2.0,149.0,149.0,7.0,https://pypi.org/project/jupyterlab-dash,1225.0,,,,,,,,1.0,MIT,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,12281.0,,,,,,,
87,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-11-02 13:32:27.000000,2021-11-02 13:32:27.000000,26.0,16.0,19.0,213.0,,2021-02-04 22:39:49.000000,0.8.0,,12271.0,2.0,24.0,24.0,6.0,,,,,,,,,,2.0,BSD-3-Clause,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,12271.0,,,,,,,
88,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,19,itables,mwouts/itables,,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2021-11-19 09:39:53.000000,2021-02-04 23:19:48.000000,19.0,14.0,8.0,213.0,85.0,2020-12-14 21:50:21.000000,0.3.0,,2543.0,5.0,79.0,79.0,3.0,https://pypi.org/project/itables,2543.0,,,,,,,,2.0,MIT,,,,,,,,,,,
89,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,batchspawner,jupyterhub/batchspawner,,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-10-12 20:58:33.000000,2021-05-05 12:02:36.000000,90.0,42.0,70.0,129.0,327.0,2021-04-07 15:14:35.000000,1.1.0,,669.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,669.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
90,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,19,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-11-22 20:51:16.000000,2021-11-13 18:19:26.000000,50.0,21.0,68.0,46.0,,2021-10-19 17:24:48.000000,1.0.5,,7259.0,3.0,31.0,31.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,7259.0,,,,,,,,2.0,BSD-3-Clause,4.0,,,,,,,,,,
91,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-10-27 14:07:48.000000,2021-10-27 14:05:51.000000,365.0,94.0,678.0,2354.0,702.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,,,,,,,,,2.0,MIT,,,,,,,,,,,
