,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,license,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
143,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,17,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000,2022-04-22 08:28:24.000000,2022-04-22 08:28:24,38.0,27.0,31.0,77.0,150.0,,,,1838.0,,20.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,1838.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
144,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,73.0,269.0,2020-06-18 03:30:24,0.5.10,,794.0,17.0,25.0,25.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,794.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
145,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,17,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,8.0,2.0,4.0,50.0,117.0,2021-11-06 14:18:45,0.4.0,,630401.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,630401.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
146,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,16,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17,105.0,47.0,32.0,892.0,488.0,2018-12-29 10:52:13,0.4.1,,374777.0,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,374777.0,,,,3.0,,,,,,,,,,,5.0,,,,,,
147,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000,2022-04-15 12:53:57.000000,2021-12-29 07:49:50,74.0,17.0,79.0,737.0,283.0,,,,87.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2870.0,3.0,,MIT,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,383.0,,,,,,,
148,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000,2022-05-19 08:22:56.000000,2022-05-19 04:49:48,129.0,673.0,6539.0,620.0,,2022-05-03 22:22:13,2022.4.100,,,24.0,,,248.0,,,,,,3.0,,MIT,,,,,,,,,,,,,,,
149,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,16,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000,2022-03-22 10:45:28.000000,2019-07-22 16:06:53,103.0,40.0,53.0,579.0,86.0,2016-04-07 16:41:34,0.4.1,2839.0,5719.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,5681.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
150,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,16,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000,2022-05-18 21:47:12.000000,2022-05-18 21:46:53,18.0,,,321.0,8703.0,,,,1057.0,12.0,,,24.0,https://pypi.org/project/lfortran,70.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,33591.0,3.0,,,,,,,,,,,,,,,,,
151,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,16,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000,2022-03-27 15:23:56.000000,2022-03-27 15:23:55,20.0,10.0,188.0,309.0,514.0,2020-02-02 22:32:28,0.1.6,,104.0,26.0,15.0,15.0,2.0,https://pypi.org/project/pylantern,104.0,,,,2.0,,Apache-2.0,,,,,,,,,,,,,,,
152,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,16,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000,2022-04-01 12:43:46.000000,2021-08-30 21:48:24,38.0,21.0,8.0,222.0,29.0,,,,25974.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,25974.0,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
153,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,8.0,10.0,13.0,211.0,89.0,2019-07-05 21:26:30,0.5.0,,3269.0,5.0,11.0,11.0,2.0,,,,,,2.0,,BSD-3-Clause,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,3269.0,,,,,,,,,,,,
154,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000,2022-05-12 20:41:09.000000,2021-03-10 20:56:11,21.0,12.0,19.0,208.0,71.0,2021-03-10 20:57:44,4.14.3,,1287.0,6.0,3.0,3.0,5.0,,,,,,3.0,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,1287.0,,,,,,,,,,,,
155,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,16,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000,2022-04-09 09:34:20.000000,2022-02-22 17:17:32,18.0,13.0,33.0,147.0,152.0,2021-10-08 10:06:16,0.7.2,,2339.0,7.0,1.0,1.0,6.0,,,,,,2.0,jupyterlab-contrib/spellchecker,BSD-3-Clause,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2339.0,,,,,,,,,,,,
156,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,16,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000,2022-04-09 09:36:06.000000,2021-08-10 09:03:01,24.0,18.0,13.0,90.0,103.0,,,,21851.0,7.0,,,8.0,https://pypi.org/project/ipytree,20926.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,35150.0,3.0,,MIT,,,,,,,,,,,,,,,
157,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000,2022-04-11 19:43:31.000000,2022-04-11 19:43:17,16.0,4.0,62.0,80.0,,2022-04-11 20:18:27,0.4.4,,1870.0,17.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,693.0,,,,2.0,,Apache-2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,1177.0,,,,,,,,,,,,
158,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000,2022-04-06 18:48:31.000000,2020-03-24 14:27:42,33.0,17.0,17.0,74.0,242.0,,,,187.0,,27.0,27.0,16.0,https://pypi.org/project/niwidgets,187.0,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
159,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000,2022-04-09 13:34:22.000000,2022-04-09 13:34:21,10.0,10.0,15.0,62.0,,,,,104574.0,5.0,9.0,9.0,5.0,https://pypi.org/project/ipyregulartable,92.0,,,,3.0,,Apache-2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,104482.0,,,,,,,,,,,,
160,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,16,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000,2022-05-18 21:22:43.000000,2022-05-18 13:23:53,29.0,234.0,347.0,56.0,,2022-04-28 15:53:25,2.5.0,,540.0,6.0,,,26.0,https://pypi.org/project/jdaviz,540.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
161,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000,2022-04-09 07:50:58.000000,2022-04-09 07:50:57,10.0,1.0,32.0,54.0,208.0,2022-04-08 13:49:20,3.3.1,3252.0,789.0,24.0,,,9.0,,,https://anaconda.org/conda-forge/jupyter-archive,2022-04-08 17:06:07.608,21263.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
162,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,16,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,21.0,6.0,17.0,40.0,,2019-01-24 17:18:45,0.12,,4195.0,2.0,60.0,60.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,4195.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
163,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,16,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,3.0,2.0,4.0,13.0,172.0,,,,1186.0,7.0,52.0,52.0,4.0,https://pypi.org/project/ipyscales,83.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,51859.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
164,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,139.0,37.0,46.0,1041.0,647.0,,,,1875.0,,,,9.0,,,,,,3.0,,Apache-2.0,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131272.0,,,,,,,
165,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,15,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,23.0,2.0,3.0,985.0,34.0,,,,1014.0,,28.0,28.0,3.0,https://pypi.org/project/py-heat-magic,1014.0,,,,2.0,,MIT,,,,,,,,,,,,,,,
166,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,15,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,33.0,11.0,11.0,555.0,,2018-01-08 14:51:41,0.1.15,,1538.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,1538.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
167,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,15,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000,2022-04-19 19:03:10.872000,2022-04-04 19:36:18,37.0,10.0,24.0,404.0,,,,,1523.0,4.0,26.0,26.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,99013.0,3.0,,,,,,,,,,,,,,,,,
168,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,15,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:09:47.000000,2021-09-18 19:09:46,10.0,3.0,5.0,297.0,18.0,,,,3611.0,,144.0,144.0,3.0,https://pypi.org/project/blackcellmagic,3611.0,,,,2.0,,MIT,,,,,,,,,,,,,,,
169,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000,2022-04-09 00:07:37.000000,2021-02-24 06:31:50,31.0,17.0,10.0,289.0,31.0,,,,6795.0,,2.0,2.0,6.0,,,,,,3.0,,MIT,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,6795.0,,,,,,,,,,,,
170,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,15,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2022-03-05 01:04:12.000000,2022-03-05 01:04:11,30.0,4.0,28.0,213.0,36.0,,,,3205.0,,,,11.0,,,,,,3.0,,BSD-3-Clause,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,3205.0,,,,,,,,,,,,
171,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,15,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-05-18 22:05:38.000000,2021-04-15 20:39:36,20.0,29.0,41.0,211.0,590.0,,,,1233.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,1233.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
172,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,15,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000,2022-04-09 12:01:05.000000,2022-03-23 07:09:49,38.0,4.0,78.0,198.0,,,,,19370.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,5171.0,,,,3.0,,BSD-3-Clause,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,14199.0,,,,,,,,,,,,
173,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,30.0,13.0,14.0,190.0,106.0,,,,612.0,,16.0,16.0,12.0,https://pypi.org/project/jupyter-spark,612.0,,,,3.0,,MPL-2.0,,,,,,,,,,,,,,,
174,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,15,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000,2022-04-29 14:54:24.213000,2022-04-29 11:09:30,32.0,30.0,56.0,161.0,461.0,,,,1737.0,21.0,,,13.0,https://pypi.org/project/cdsdashboards,714.0,https://anaconda.org/conda-forge/cdsdashboards,2022-04-29 14:54:24.213,22511.0,3.0,,,,,,,,,,,,,,,,,
175,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000,2022-04-25 14:34:00.000000,2022-04-09 19:55:54,14.0,5.0,18.0,149.0,,2021-07-17 23:45:44,0.4.1,,4978.0,5.0,2.0,2.0,4.0,,,,,,3.0,,BSD-3-Clause,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,4978.0,,,,,,,,,,,,
176,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000,2022-01-26 14:48:31.000000,2020-09-11 21:06:00,30.0,34.0,28.0,128.0,158.0,,,,5036.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512,352577.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
177,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,15.0,9.0,5.0,78.0,43.0,,,,599.0,,278.0,278.0,6.0,https://pypi.org/project/nbzip,599.0,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
178,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,15,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000,2022-05-16 18:36:47.000000,2021-12-12 18:25:55,7.0,,,73.0,56.0,2021-12-12 18:28:02,1.2.0,,483.0,3.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,399.0,,,,3.0,,BSD-3-Clause,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,84.0,,,,,,,,,,,,
179,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,15,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000,2022-04-12 15:00:13.000000,2022-03-04 23:33:51,47.0,14.0,14.0,51.0,35.0,2022-03-02 16:00:43,1.0.1,,,2.0,7.0,7.0,16.0,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
180,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000,2022-04-08 03:46:35.294000,2022-02-15 23:26:20,3.0,10.0,48.0,50.0,310.0,2019-09-02 19:30:02,0.5.0,,717.0,12.0,,,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2022-04-08 03:46:35.294,14431.0,3.0,,BSD-3-Clause,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,267.0,,,,,,,,,,,,
181,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,14,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000,2022-05-19 08:33:56.000000,2022-05-19 08:12:52,221.0,33.0,61.0,2362.0,,,,,,28.0,,,17.0,,,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
182,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000,2022-02-23 01:53:13.000000,2022-02-19 09:55:04,94.0,27.0,64.0,721.0,143.0,,,5557.0,158.0,3.0,,,7.0,,,,,,3.0,,MIT,,,,,,,,,,,,,,,
183,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000,2022-02-07 02:58:37.000000,2020-02-16 06:42:48,69.0,39.0,29.0,449.0,69.0,,,,2137.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,2137.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
184,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2022-05-16 18:30:26.000000,2020-02-14 15:11:45,28.0,10.0,16.0,437.0,343.0,,,,84.0,,,,12.0,,,,,,3.0,,MIT,nbgather,https://www.npmjs.com/package/nbgather,84.0,,,,,,,,,,,,
185,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2022-04-09 04:43:06.000000,2020-01-04 12:02:35,44.0,37.0,37.0,369.0,634.0,,,,425.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,425.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
186,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000,2022-04-18 11:45:28.000000,2022-02-23 08:01:51,131.0,9.0,43.0,353.0,215.0,2021-04-08 06:54:08,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
187,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,39.0,10.0,20.0,341.0,282.0,2020-11-15 17:48:03,0.9.21,,4.0,8.0,,,19.0,,,,,,3.0,,Apache-2.0,,,,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,336.0,,,,,,ielixir,
188,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-05-15 00:09:44.000000,2022-04-26 05:17:20,78.0,39.0,55.0,335.0,386.0,,,,,,,,29.0,,,,,,3.0,,MIT,,,,,,,,,,,,,,,
189,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,14,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000,2022-04-16 15:28:56.000000,2021-09-21 04:29:32,28.0,38.0,45.0,302.0,,,,,,,111.0,111.0,14.0,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
190,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,14,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-05-18 13:30:06.000000,2022-05-18 13:29:02,16.0,22.0,107.0,191.0,,,,,8190.0,,3.0,3.0,17.0,https://pypi.org/project/naas,8190.0,,,,3.0,,AGPL-3.0,,,,,,,,,,,,,,,
191,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,14,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-04-09 03:20:44.000000,2021-05-22 01:41:35,7.0,8.0,22.0,164.0,98.0,,,,1797.0,,,,6.0,,,,,,3.0,,BSD-3-Clause,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,1797.0,,,,,,,,,,,,
192,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,14,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,6.0,,24.0,154.0,731.0,2020-12-11 15:26:11,0.2.1,,,5.0,27.0,27.0,2.0,,,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
193,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,16.0,7.0,22.0,143.0,77.0,2018-02-12 13:01:06,1.1.1,,2561.0,2.0,,,6.0,https://pypi.org/project/environment_kernels,2561.0,,,,3.0,,BSD-2-Clause,,,,,,,,,,,,,,,
194,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000,2022-04-09 08:58:51.000000,2022-02-28 07:33:00,7.0,10.0,19.0,108.0,,2021-11-13 10:58:20,0.5.2,30.0,2150.0,11.0,,,6.0,https://pypi.org/project/ipylab,1818.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,9951.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
